ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001550,female,non-single,29,high school,111992,skilled employee,small city
100001551,female,non-single,37,high school,145140,skilled employee,mid-sized city
100001552,female,non-single,24,high school,49672,unemployed,small city
100001553,female,non-single,36,high school,75536,unemployed,small city
100001554,female,non-single,40,university,86720,unemployed,small city
100001555,female,non-single,51,university,97729,unemployed,small city
100001556,female,non-single,33,high school,106808,unemployed,small city
100001557,female,single,31,high school,117971,skilled employee,small city
100001558,female,non-single,29,high school,97731,skilled employee,mid-sized city
100001559,female,single,48,university,109196,unemployed,small city
100001560,female,non-single,25,high school,94905,skilled employee,small city
100001561,female,single,28,high school,57480,unemployed,small city
100001562,female,non-single,23,high school,109175,skilled employee,mid-sized city
100001563,female,non-single,32,high school,111174,skilled employee,mid-sized city
100001564,female,non-single,34,high school,127255,skilled employee,small city
100001565,female,single,23,high school,115499,skilled employee,small city
100001566,female,non-single,25,high school,109499,skilled employee,mid-sized city
100001567,female,single,25,high school,104696,skilled employee,small city
100001568,female,non-single,27,high school,104467,skilled employee,small city
100001569,female,non-single,29,high school,120157,skilled employee,small city
100001570,female,non-single,46,university,81200,unemployed,small city
100001571,female,non-single,61,university,97558,unemployed,small city
100001572,female,non-single,25,high school,95914,skilled employee,small city
100001573,female,non-single,67,graduate school,128053,skilled employee,small city
100001574,female,non-single,49,university,101734,unemployed,small city
100001575,female,non-single,21,high school,126009,skilled employee,small city
100001576,female,single,19,high school,91232,unemployed,small city
100001577,female,non-single,67,graduate school,128343,unemployed,small city
100001578,female,non-single,31,high school,110040,skilled employee,mid-sized city
100001579,female,non-single,27,high school,38247,unemployed,small city
100001580,female,non-single,37,high school,129027,unemployed,small city
100001581,female,non-single,27,high school,115026,skilled employee,small city
100001582,female,single,36,high school,130323,skilled employee,small city
100001583,female,non-single,24,high school,103181,skilled employee,mid-sized city
100001584,female,non-single,31,high school,138307,skilled employee,mid-sized city
100001585,female,non-single,29,high school,122564,unemployed,small city
100001586,female,single,28,high school,82351,unemployed,small city
100001587,female,non-single,34,high school,125351,skilled employee,small city
100001588,female,non-single,26,high school,82940,unemployed,small city
100001589,female,single,21,high school,108029,skilled employee,small city
100001590,female,non-single,63,university,82734,unemployed,small city
100001591,female,single,38,university,116816,unemployed,small city
100001592,female,non-single,20,high school,113472,unemployed,small city
100001593,female,non-single,44,university,143343,skilled employee,mid-sized city
100001594,female,non-single,31,high school,104074,skilled employee,mid-sized city
100001595,female,single,33,high school,138525,skilled employee,mid-sized city
100001596,female,non-single,49,university,106960,unemployed,small city
100001597,female,single,26,high school,108323,skilled employee,small city
100001598,female,non-single,28,high school,95784,skilled employee,small city
100001599,female,non-single,30,high school,140673,skilled employee,mid-sized city
100001600,female,non-single,36,high school,104235,skilled employee,mid-sized city
100001601,female,non-single,27,high school,54041,unemployed,small city
100001602,male,single,23,other,107961,unemployed,small city
100001603,male,single,31,other,113757,skilled employee,small city
100001604,female,non-single,27,high school,94884,skilled employee,small city
100001605,female,non-single,25,high school,126041,skilled employee,small city
100001606,female,non-single,23,high school,64952,unemployed,small city
100001607,male,non-single,27,high school,66764,unemployed,small city
100001608,female,single,38,high school,67861,unemployed,small city
100001609,male,single,44,high school,113516,unemployed,small city
100001610,female,non-single,42,high school,46109,unemployed,small city
100001611,female,non-single,25,high school,103651,unemployed,small city
100001612,male,non-single,40,high school,75043,unemployed,small city
100001613,female,non-single,24,high school,116473,unemployed,small city
100001614,female,single,39,high school,96614,unemployed,small city
100001615,male,single,24,other,66447,unemployed,small city
100001616,female,single,50,high school,119068,skilled employee,small city
100001617,female,non-single,28,high school,122973,unemployed,small city
100001618,female,non-single,36,high school,81609,unemployed,small city
100001619,male,single,36,high school,105519,skilled employee,small city
100001620,female,non-single,40,high school,86649,unemployed,small city
100001621,female,single,31,other,76384,unemployed,small city
100001622,male,non-single,27,high school,67136,unemployed,small city
100001623,female,non-single,35,high school,93155,unemployed,small city
100001624,male,single,51,high school,124183,unemployed,small city
100001625,female,single,26,other,64860,unemployed,small city
100001626,male,single,33,high school,87232,unemployed,small city
100001627,female,non-single,27,high school,92304,unemployed,small city
100001628,male,single,38,high school,84254,unemployed,small city
100001629,female,single,30,other,106696,skilled employee,small city
100001630,male,single,28,other,113212,skilled employee,small city
100001631,male,single,23,other,71076,unemployed,small city
100001632,female,non-single,23,high school,114270,unemployed,small city
100001633,female,non-single,26,high school,125538,skilled employee,small city
100001634,female,non-single,21,high school,92442,unemployed,small city
100001635,female,single,36,high school,75297,unemployed,small city
100001636,female,non-single,24,high school,65707,unemployed,small city
100001637,male,single,41,high school,120387,skilled employee,small city
100001638,male,single,42,high school,120946,skilled employee,small city
100001639,male,single,27,other,73265,unemployed,small city
100001640,male,non-single,40,high school,77481,unemployed,small city
100001641,female,non-single,34,high school,91282,unemployed,small city
100001642,male,single,40,high school,104405,unemployed,small city
100001643,male,single,33,high school,99646,skilled employee,small city
100001644,female,single,49,high school,97791,unemployed,small city
100001645,male,single,28,other,81878,unemployed,small city
100001646,female,non-single,26,high school,107908,skilled employee,small city
100001647,female,single,40,high school,98608,unemployed,small city
100001648,male,single,47,high school,95228,unemployed,small city
100001649,female,non-single,41,high school,128163,skilled employee,small city
100001650,female,non-single,29,high school,94325,unemployed,small city
100001651,female,non-single,37,high school,90815,unemployed,small city
100001652,male,single,31,other,120719,skilled employee,small city
100001653,male,single,35,high school,110159,skilled employee,small city
100001654,male,single,35,high school,124490,skilled employee,small city
100001655,female,non-single,29,high school,75161,unemployed,small city
100001656,female,single,37,high school,127206,skilled employee,small city
100001657,male,single,37,high school,83660,unemployed,small city
100001658,female,non-single,26,high school,87400,unemployed,small city
100001659,female,non-single,28,high school,78942,unemployed,small city
100001660,female,non-single,23,high school,88452,unemployed,small city
100001661,male,single,38,high school,104128,skilled employee,small city
100001662,female,non-single,30,high school,100313,skilled employee,small city
100001663,female,single,45,high school,107387,skilled employee,small city
100001664,male,single,24,other,84355,unemployed,small city
100001665,female,single,35,high school,112723,skilled employee,small city
100001666,female,non-single,41,high school,115892,skilled employee,small city
100001667,male,non-single,30,high school,106597,skilled employee,small city
100001668,female,non-single,30,high school,121327,skilled employee,small city
100001669,female,non-single,26,high school,92559,unemployed,small city
100001670,female,non-single,25,high school,87537,unemployed,small city
100001671,female,non-single,23,high school,70569,unemployed,small city
100001672,female,non-single,27,high school,85294,unemployed,small city
100001673,female,single,26,other,70905,unemployed,small city
100001674,male,single,25,other,103716,unemployed,small city
100001675,male,non-single,27,high school,94947,skilled employee,small city
100001676,female,single,42,high school,80116,unemployed,small city
100001677,male,single,35,high school,86492,unemployed,small city
100001678,female,non-single,25,high school,88672,unemployed,small city
100001679,female,non-single,26,high school,82984,unemployed,small city
100001680,male,single,38,high school,128100,skilled employee,small city
100001681,female,single,28,other,72869,unemployed,small city
100001682,male,non-single,33,high school,112227,skilled employee,small city
100001683,female,single,40,high school,94674,unemployed,small city
100001684,female,non-single,23,high school,101003,skilled employee,small city
100001685,female,single,25,other,112924,skilled employee,small city
100001686,female,single,28,other,108645,unemployed,small city
100001687,male,single,41,high school,69415,unemployed,small city
100001688,female,single,50,high school,112204,unemployed,small city
100001689,female,non-single,23,high school,109700,skilled employee,small city
100001690,female,non-single,26,high school,104484,skilled employee,small city
100001691,female,non-single,22,high school,61239,unemployed,small city
100001692,male,single,37,high school,119602,unemployed,small city
100001693,female,single,38,high school,81014,unemployed,small city
100001694,female,non-single,22,high school,68165,unemployed,small city
100001695,female,single,30,other,88652,unemployed,small city
100001696,male,single,38,high school,75705,unemployed,small city
100001697,female,non-single,36,high school,104189,skilled employee,small city
100001698,male,single,41,high school,71603,unemployed,small city
100001699,female,non-single,29,high school,121914,skilled employee,small city
100001700,female,non-single,31,high school,106637,skilled employee,small city
100001701,female,single,31,other,99800,skilled employee,small city
100001702,female,single,21,other,67629,unemployed,small city
100001703,male,single,32,other,120354,skilled employee,small city
100001704,female,non-single,35,high school,122110,skilled employee,small city
100001705,male,single,29,other,89170,unemployed,small city
100001706,female,single,34,high school,109195,skilled employee,small city
100001707,female,single,38,high school,92392,unemployed,small city
100001708,female,non-single,33,high school,43805,unemployed,small city
100001709,female,non-single,28,high school,68389,unemployed,small city
100001710,female,non-single,28,high school,112521,skilled employee,small city
100001711,male,single,21,other,59255,unemployed,small city
100001712,female,non-single,29,high school,98612,unemployed,small city
100001713,female,non-single,26,high school,70649,unemployed,small city
100001714,female,single,40,high school,95228,unemployed,small city
100001715,female,single,25,other,46865,unemployed,small city
100001716,male,non-single,20,high school,101688,skilled employee,small city
100001717,female,non-single,23,high school,62618,unemployed,small city
100001718,female,single,27,other,102531,skilled employee,small city
100001719,female,single,36,high school,100737,skilled employee,small city
100001720,female,non-single,25,high school,107321,skilled employee,small city
100001721,female,non-single,25,high school,112879,unemployed,small city
100001722,female,non-single,34,high school,125372,unemployed,small city
100001723,female,single,24,other,69419,unemployed,small city
100001724,female,single,36,high school,124759,skilled employee,small city
100001725,female,single,40,high school,79076,unemployed,small city
100001726,male,single,39,high school,84779,unemployed,small city
100001727,female,single,42,high school,77393,unemployed,small city
100001728,male,single,35,high school,113187,unemployed,small city
100001729,female,non-single,27,high school,99100,skilled employee,small city
100001730,male,single,27,other,64954,unemployed,small city
100001731,female,non-single,23,high school,103244,skilled employee,small city
100001732,female,non-single,32,high school,124975,skilled employee,small city
100001733,male,non-single,28,high school,133582,skilled employee,small city
100001734,male,single,22,other,103519,skilled employee,small city
100001735,male,single,31,other,117813,skilled employee,small city
100001736,female,non-single,22,high school,119902,skilled employee,small city
100001737,male,single,23,other,70783,unemployed,small city
100001738,female,non-single,35,high school,125470,unemployed,small city
100001739,female,non-single,26,high school,109782,unemployed,small city
100001740,female,non-single,28,high school,78322,unemployed,small city
100001741,male,single,54,high school,125517,skilled employee,small city
100001742,female,single,49,high school,102463,unemployed,small city
100001743,female,single,38,high school,89309,unemployed,small city
100001744,female,single,47,high school,110287,skilled employee,small city
100001745,female,single,49,high school,122391,unemployed,small city
100001746,female,non-single,30,high school,116399,skilled employee,small city
100001747,female,single,32,other,81907,unemployed,small city
100001748,female,non-single,24,high school,97909,unemployed,small city
100001749,female,single,25,other,68051,unemployed,small city
100001750,male,single,33,high school,82414,unemployed,small city
100001751,female,non-single,34,high school,123089,skilled employee,small city
100001752,female,non-single,24,high school,66537,unemployed,small city
100001753,female,single,36,high school,127926,unemployed,small city
100001754,female,single,41,high school,78963,unemployed,small city
100001755,male,non-single,33,high school,108694,skilled employee,small city
100001756,female,non-single,26,high school,100892,skilled employee,small city
100001757,female,single,36,high school,119560,skilled employee,small city
100001758,female,single,35,high school,116176,unemployed,small city
100001759,male,single,29,other,111854,skilled employee,small city
100001760,female,non-single,26,high school,69831,unemployed,small city
100001761,male,single,31,other,69375,unemployed,small city
100001762,male,non-single,26,high school,71310,unemployed,small city
100001763,male,single,47,high school,73913,unemployed,small city
100001764,male,non-single,20,high school,95492,skilled employee,small city
100001765,male,single,45,high school,109329,unemployed,small city
100001766,male,single,36,high school,116027,skilled employee,small city
100001767,male,non-single,31,high school,81987,unemployed,small city
100001768,female,single,41,high school,83481,unemployed,small city
100001769,female,single,31,other,72361,unemployed,small city
100001770,female,non-single,27,high school,106625,unemployed,small city
100001771,female,non-single,32,high school,123707,skilled employee,small city
100001772,female,single,43,high school,79353,unemployed,small city
100001773,female,single,32,other,68347,unemployed,small city
100001774,female,non-single,29,high school,115832,skilled employee,small city
100001775,male,single,37,high school,89946,unemployed,small city
100001776,female,single,35,high school,86319,unemployed,small city
100001777,female,non-single,23,high school,70963,unemployed,small city
100001778,male,single,40,high school,106120,skilled employee,small city
100001779,female,non-single,26,high school,97856,skilled employee,small city
100001780,male,single,28,other,61824,unemployed,small city
100001781,female,non-single,40,high school,103907,skilled employee,small city
100001782,female,non-single,26,high school,99953,unemployed,small city
100001783,female,non-single,23,high school,113413,skilled employee,small city
100001784,male,single,26,other,107091,unemployed,small city
100001785,male,single,26,other,124783,skilled employee,small city
100001786,female,single,49,high school,92281,unemployed,small city
100001787,female,non-single,26,high school,96219,skilled employee,small city
100001788,female,single,35,high school,86221,unemployed,small city
100001789,female,non-single,24,high school,80962,unemployed,small city
100001790,female,single,46,high school,78754,unemployed,small city
100001791,male,single,26,other,60026,unemployed,small city
100001792,male,single,47,high school,88157,unemployed,small city
100001793,male,single,27,other,59881,unemployed,small city
100001794,male,non-single,41,high school,112818,skilled employee,small city
100001795,female,non-single,29,high school,102250,skilled employee,small city
100001796,female,non-single,28,high school,38980,unemployed,small city
100001797,female,non-single,33,high school,81807,unemployed,small city
100001798,female,single,50,high school,93148,unemployed,small city
100001799,female,non-single,32,high school,108032,skilled employee,small city
100001800,male,non-single,31,high school,89335,unemployed,small city
100001801,male,single,52,high school,95639,unemployed,small city
100001802,male,single,53,high school,124902,skilled employee,small city
100001803,female,non-single,34,high school,87801,unemployed,small city
100001804,female,non-single,22,high school,92538,skilled employee,small city
100001805,male,non-single,33,high school,83687,unemployed,small city
100001806,male,single,32,other,128310,skilled employee,small city
100001807,female,single,45,high school,104754,unemployed,small city
100001808,male,non-single,25,high school,68222,unemployed,small city
100001809,female,non-single,41,high school,97006,unemployed,small city
100001810,female,single,36,high school,107372,unemployed,small city
100001811,female,non-single,27,high school,110511,skilled employee,small city
100001812,male,single,40,high school,72193,unemployed,small city
100001813,female,single,37,high school,95972,unemployed,small city
100001814,male,single,35,high school,105556,unemployed,small city
100001815,male,single,34,high school,88701,unemployed,small city
100001816,female,single,28,other,117710,skilled employee,small city
100001817,female,single,44,high school,76057,unemployed,small city
100001818,male,non-single,27,high school,100392,skilled employee,small city
100001819,female,single,50,high school,113308,skilled employee,small city
100001820,female,non-single,18,high school,100924,skilled employee,small city
100001821,female,single,25,other,72188,unemployed,small city
100001822,female,non-single,40,high school,70431,unemployed,small city
100001823,male,non-single,28,high school,110103,skilled employee,small city
100001824,female,non-single,23,high school,60825,unemployed,small city
100001825,female,non-single,35,high school,75100,unemployed,small city
100001826,female,non-single,28,high school,129327,skilled employee,small city
100001827,female,single,23,other,95541,skilled employee,small city
100001828,male,non-single,34,high school,112777,skilled employee,small city
100001829,female,non-single,29,high school,51496,unemployed,small city
100001830,female,single,35,high school,102781,skilled employee,small city
100001831,female,non-single,32,high school,87494,unemployed,small city
100001832,female,single,46,high school,72728,unemployed,small city
100001833,female,non-single,27,high school,114775,skilled employee,small city
100001834,female,non-single,25,high school,124359,skilled employee,small city
100001835,female,non-single,27,high school,101620,unemployed,small city
100001836,female,non-single,24,high school,87964,unemployed,small city
100001837,female,single,33,other,69523,unemployed,small city
100001838,female,non-single,24,high school,109486,skilled employee,small city
100001839,female,single,28,other,77206,unemployed,small city
100001840,female,single,35,high school,53608,unemployed,small city
100001841,female,non-single,30,high school,118677,skilled employee,small city
100001842,male,single,43,high school,116512,skilled employee,small city
100001843,male,non-single,21,high school,114756,unemployed,small city
100001844,female,non-single,24,high school,65852,unemployed,small city
100001845,male,single,34,high school,75626,unemployed,small city
100001846,female,non-single,26,high school,127455,skilled employee,small city
100001847,male,single,37,high school,107073,skilled employee,small city
100001848,female,non-single,32,high school,82196,unemployed,small city
100001849,female,non-single,33,high school,106741,unemployed,small city
100001850,male,non-single,28,high school,94518,skilled employee,small city
100001851,female,non-single,30,high school,114430,skilled employee,small city
100001852,female,non-single,26,high school,57165,unemployed,small city
100001853,female,single,25,other,109610,unemployed,small city
100001854,male,single,33,other,113619,skilled employee,small city
100001855,female,non-single,30,high school,93854,skilled employee,small city
100001856,female,non-single,26,high school,129022,skilled employee,small city
100001857,male,non-single,23,high school,66804,unemployed,small city
100001858,male,non-single,25,high school,62689,unemployed,small city
100001859,female,single,40,high school,67619,unemployed,small city
100001860,male,single,46,high school,113495,unemployed,small city
100001861,female,non-single,43,high school,48632,unemployed,small city
100001862,female,non-single,22,high school,107394,unemployed,small city
100001863,male,non-single,39,high school,72385,unemployed,small city
100001864,female,non-single,27,high school,115934,unemployed,small city
100001865,male,single,40,high school,93183,unemployed,small city
100001866,male,single,24,other,63506,unemployed,small city
100001867,female,single,52,high school,113619,skilled employee,small city
100001868,female,non-single,30,high school,121399,unemployed,small city
100001869,female,non-single,34,high school,78281,unemployed,small city
100001870,female,single,38,high school,103926,skilled employee,small city
100001871,male,non-single,39,high school,89097,unemployed,small city
100001872,female,single,29,other,80852,unemployed,small city
100001873,male,non-single,25,high school,65207,unemployed,small city
100001874,female,non-single,35,high school,93495,unemployed,small city
100001875,male,single,53,high school,121970,unemployed,small city
100001876,male,single,26,other,62027,unemployed,small city
100001877,male,single,33,high school,88602,unemployed,small city
100001878,male,non-single,29,high school,89914,unemployed,small city
100001879,male,single,39,high school,83342,unemployed,small city
100001880,male,single,29,other,103439,skilled employee,small city
100001881,male,single,26,other,115451,skilled employee,small city
100001882,male,single,24,other,68250,unemployed,small city
100001883,female,non-single,21,high school,113630,unemployed,small city
100001884,female,non-single,26,high school,125880,skilled employee,small city
100001885,female,non-single,20,high school,91177,unemployed,small city
100001886,female,single,35,high school,73266,unemployed,small city
100001887,female,non-single,24,high school,69021,unemployed,small city
100001888,female,single,40,high school,122593,skilled employee,small city
100001889,female,single,44,high school,122180,skilled employee,small city
100001890,male,single,29,other,75160,unemployed,small city
100001891,female,non-single,39,high school,81973,unemployed,small city
100001892,female,non-single,35,high school,92194,unemployed,small city
100001893,male,single,42,high school,107380,unemployed,small city
100001894,female,single,32,high school,98023,skilled employee,small city
100001895,male,single,48,high school,94868,unemployed,small city
100001896,male,single,26,other,83442,unemployed,small city
100001897,female,non-single,26,high school,109887,skilled employee,small city
100001898,male,single,42,high school,98876,unemployed,small city
100001899,male,single,48,high school,94962,unemployed,small city
100001900,female,non-single,42,high school,130740,skilled employee,small city
100001901,female,non-single,27,high school,94095,unemployed,small city
100001902,female,non-single,37,high school,95071,unemployed,small city
100001903,male,single,33,other,117308,skilled employee,small city
100001904,male,single,33,high school,112093,skilled employee,small city
100001905,female,single,37,high school,123893,skilled employee,small city
100001906,female,non-single,31,high school,80189,unemployed,small city
100001907,male,single,39,high school,124089,skilled employee,small city
100001908,female,single,40,high school,82673,unemployed,small city
100001909,female,non-single,28,high school,88858,unemployed,small city
100001910,female,non-single,26,high school,80540,unemployed,small city
100001911,female,non-single,24,high school,84228,unemployed,small city
100001912,male,single,40,high school,103963,skilled employee,small city
100001913,female,non-single,29,high school,102397,skilled employee,small city
100001914,male,single,43,high school,111563,skilled employee,small city
100001915,male,single,23,other,88260,unemployed,small city
100001916,female,single,34,high school,114767,skilled employee,small city
100001917,female,non-single,42,high school,113275,skilled employee,small city
100001918,female,non-single,33,high school,104755,skilled employee,small city
100001919,female,non-single,32,high school,120525,skilled employee,small city
100001920,female,non-single,26,high school,96082,unemployed,small city
100001921,female,non-single,23,high school,87227,unemployed,small city
100001922,female,non-single,26,high school,69333,unemployed,small city
100001923,female,non-single,27,high school,87777,unemployed,small city
100001924,male,single,24,other,70978,unemployed,small city
100001925,male,single,27,other,104196,unemployed,small city
100001926,female,non-single,26,high school,97551,skilled employee,small city
100001927,female,single,42,high school,78979,unemployed,small city
100001928,female,single,37,high school,82500,unemployed,small city
100001929,female,non-single,26,high school,86306,unemployed,small city
100001930,female,non-single,24,high school,78762,unemployed,small city
100001931,female,single,39,high school,125543,skilled employee,small city
100001932,male,single,26,other,70336,unemployed,small city
100001933,male,non-single,35,high school,112975,skilled employee,small city
100001934,male,single,38,high school,96681,unemployed,small city
100001935,female,non-single,24,high school,98922,skilled employee,small city
100001936,female,single,26,other,109250,skilled employee,small city
100001937,male,single,25,other,108960,unemployed,small city
100001938,male,single,40,high school,71302,unemployed,small city
100001939,female,single,48,high school,107757,unemployed,small city
100001940,female,non-single,22,high school,111600,skilled employee,small city
100001941,female,non-single,25,high school,102974,skilled employee,small city
100001942,male,non-single,24,high school,63442,unemployed,small city
100001943,male,single,39,high school,118913,unemployed,small city
100001944,male,single,39,high school,80987,unemployed,small city
100001945,female,non-single,21,high school,68790,unemployed,small city
100001946,female,single,27,other,86462,unemployed,small city
100001947,male,single,40,high school,76881,unemployed,small city
100001948,female,non-single,37,high school,107409,skilled employee,small city
100001949,female,single,42,high school,69114,unemployed,small city
100001950,female,non-single,31,high school,119167,skilled employee,small city
100001951,female,non-single,31,high school,102018,skilled employee,small city
100001952,male,single,30,other,97680,skilled employee,small city
100001953,female,single,23,other,65062,unemployed,small city
100001954,male,single,33,other,118144,skilled employee,small city
100001955,female,non-single,37,high school,124548,skilled employee,small city
100001956,female,single,29,other,85637,unemployed,small city
100001957,female,single,31,high school,113108,skilled employee,small city
100001958,male,single,39,high school,93554,unemployed,small city
100001959,female,non-single,33,high school,42516,unemployed,small city
100001960,male,non-single,26,high school,72429,unemployed,small city
100001961,female,non-single,27,high school,110154,skilled employee,small city
100001962,female,single,20,other,60965,unemployed,small city
100001963,female,non-single,27,high school,100618,unemployed,small city
100001964,female,non-single,26,high school,71021,unemployed,small city
100001965,male,single,40,high school,94189,unemployed,small city
100001966,male,single,24,other,44742,unemployed,small city
100001967,female,non-single,22,high school,103201,skilled employee,small city
100001968,female,non-single,24,high school,62335,unemployed,small city
100001969,female,single,27,other,103787,skilled employee,small city
100001970,male,single,35,high school,99401,skilled employee,small city
100001971,male,non-single,27,high school,105197,skilled employee,small city
100001972,female,non-single,25,high school,115566,unemployed,small city
100001973,female,non-single,34,high school,125843,unemployed,small city
100001974,female,single,24,other,67936,unemployed,small city
100001975,female,single,34,high school,120863,skilled employee,small city
100001976,male,single,42,high school,77317,unemployed,small city
100001977,female,single,38,high school,84653,unemployed,small city
100001978,male,single,42,high school,81606,unemployed,small city
100001979,female,single,35,high school,113380,unemployed,small city
100001980,female,non-single,27,high school,100644,skilled employee,small city
100001981,male,single,25,other,64037,unemployed,small city
100001982,female,non-single,23,high school,101350,skilled employee,small city
100001983,female,non-single,34,high school,126334,skilled employee,small city
100001984,female,non-single,28,high school,130877,skilled employee,small city
100001985,male,single,21,other,103470,skilled employee,small city
100001986,female,single,32,other,114588,skilled employee,small city
100001987,female,non-single,21,high school,120682,skilled employee,small city
100001988,male,single,25,other,66628,unemployed,small city
100001989,female,non-single,35,high school,124447,unemployed,small city
100001990,female,non-single,25,high school,106567,unemployed,small city
100001991,female,non-single,31,high school,78758,unemployed,small city
100001992,male,single,54,high school,128537,skilled employee,small city
100001993,female,single,51,high school,101074,unemployed,small city
100001994,female,single,38,high school,87670,unemployed,small city
100001995,male,single,45,high school,113414,skilled employee,small city
100001996,female,single,47,high school,123525,unemployed,small city
100001997,female,non-single,27,high school,117744,skilled employee,small city
100001998,male,single,31,other,86400,unemployed,small city
100001999,female,non-single,24,high school,97968,unemployed,small city
100002000,male,single,25,other,68416,unemployed,small city
